,tender_title,location,Pincode,Organisation Chain,Bid Opening Place,Work Description,Tender Value in ₹,Product Category,Sub category,tender_externalreference,Tender ID,Tender Type,Tender Category,EMD Payable To,EMD Payable At,Awarded Value,Contract Date :,Contract Value :,tender_district_externalReference,tender_district_title_description,tender_district_location,DISTRICT_FINALISED,tender_villages,tender_block,tender_subdistrict,gp,tender_block_location,BLOCK_FINALISED
764,"Network Improvement with installation of isolation valve, Air Valve, Sluice Valve, pipe laying, Valve chamber, House connection for implementation of Drink from Tap with 24x7 water supply to zone No-42(600KL)at Badambadi ward No-44P and 45P CMC,CTC",Cuttack,753003,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Cuttack,"O/o-General Manager, WATCO Division, Cuttack","Network Improvement with installation of isolation valve, Air Valve, Sluice Valve, pipe laying, Valve chamber, House connection for implementation of Drink from Tap with 24x7 water supply to zone No-42(600KL)at Badambadi ward No-44P and 45P CMC,CTC","49,21,840",Civil Works - Water Works,,WATCO(W)-11(6)/2022-23 Dt-01.08.2022,2022_WCUTT_80395_1,National Competitive Bid,Works,Nil,Nil,"4,430,148",01-Oct-2022,"INR 4,430,148",NA,NA,Cuttack,Cuttack,,,,,NARASINGHPUR,NARASINGHPUR
765,"Network Improvement with Installation of Isolation Valve, Air Valve, Sluice Valve, pipe laying, valve chamber, House Connection for Implementation of Drink from Tap with 24x7 water supply to Zone No-6(900KL) at CDA to Ward No.6(P)CMC,Cuttack SUJAL",Cuttack,753003,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Cuttack,O/o-WATCO(W)-07(8)/2022-23 Dt-21.06.2022,"Network Improvement with Installation of Isolation Valve, Air Valve, Sluice Valve, pipe laying, valve chamber, House Connection for Implementation of Drink from Tap with 24x7 water supply to Zone No-6(900KL) at CDA to Ward No.6(P)CMC,Cuttack SUJAL","78,30,374",Civil Works - Water Works,,WATCO(W)-07(8)/2022-23 Dt-21.06.2022,2022_WCUTT_79281_1,National Competitive Bid,Works,Nil,Nil,"7,352,721",08-Aug-2022,"INR 7,352,721",NA,Cuttack,Cuttack,Cuttack,,,,,NARASINGHPUR,NARASINGHPUR
766,"Network Improvement with installation of isolation valve, Air Valve,Sluice Valve, pipe laying,Valve chamber,House connection for implementation of Drink from Tap with 24x7 water supply to zone No-3400KL at CDA ward No-3(P), CMC, Cuttack under SUJAL",Cuttack,753003,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Cuttack,"O/o-General Manager, WATCO Division, Cuttack","Network Improvement with installation of isolation valve, Air Valve,Sluice Valve, pipe laying,Valve chamber,House connection for implementation of Drink from Tap with 24x7 water supply to zone No-3400KL at CDA ward No-3(P), CMC, Cuttack under SUJAL","73,15,526",Civil Works - Water Works,,WATCO(W)-07(1)/2022-23 Dt-21.06.2022,2022_WCUTT_79262_1,National Competitive Bid,Works,Nil,Nil,"6,803,439",19-Aug-2022,"INR 6,803,439",NA,Cuttack,Cuttack,Cuttack,,,,,NARASINGHPUR,NARASINGHPUR
767,"Network Improvement with Installation of Isolation Valve,Air Valve,Sluice Valve, pipe laying, valve chamber,House Connection for Implementation of Drink from Tap with 24x7 water supply to Zone No7 500KL at Sector-7P at CDA Ward No.5P CMC",Cuttack,753003,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Cuttack,"O/o-General Manager, WATCO Division, Cuttack","Network Improvement with Installation of Isolation Valve,Air Valve,Sluice Valve, pipe laying, valve chamber,House Connection for Implementation of Drink from Tap with 24x7 water supply to Zone No7 500KL at Sector-7P at CDA Ward No.5P CMC","81,98,369",Civil Works - Water Works,,WATCO(W)-07(11)/2022-23 Dt-21.06.2022,2022_WCUTT_79286_1,National Competitive Bid,Works,Nil,Nil,"7,379,352",08-Aug-2022,"INR 7,379,352",NA,NA,Cuttack,Cuttack,,,,,NARASINGHPUR,NARASINGHPUR
768,"Network Improvement(Installation of Isolation Valve, Air Valve, Sluice Valve, pipe laying, valve chamber, House Connection Work)for Implementation of Drink from Tap with 24x7 water supply to Ward No.56(P) CMC, Cuttack under SUJAL.(DMA-I) Pratapnagari",Cuttack,753003,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Cuttack,"O/o-General Manager, WATCO Division, Cuttack","Network Improvement(Installation of Isolation Valve, Air Valve, Sluice Valve, pipe laying, valve chamber, House Connection Work)for Implementation of Drink from Tap with 24x7 water supply to Ward No.56(P) CMC, Cuttack under SUJAL.(DMA-I) Pratapnagari","81,87,608",Civil Works - Water Works,,WATCO (W) - 06(9) /2022-23 Dtd.27.05.2022,2022_WCUTT_78264_1,National Competitive Bid,Works,Nil,Nil,"7,819,165",16-Jul-2022,"INR 7,819,165",NA,Cuttack,Cuttack,Cuttack,,,,,NARASINGHPUR,NARASINGHPUR
769,"Network Improvement(Installation of Isolation Valve, AirValve, SluiceValve, pipe laying, valve chamber, House Connection Work)for Implementation of Drink from Tap with 24x7 water supply to Zone No28 at Badambadi W.No.31(P)AND 36(P)CMC,Cuttack",Cuttack,753003,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Cuttack,"O/o-General Manager, WATCO Division, Cuttack","Network Improvement(Installation of Isolation Valve, AirValve, SluiceValve, pipe laying, valve chamber, House Connection Work)for Implementation of Drink from Tap with 24x7 water supply to Zone No28 at Badambadi W.No.31(P)AND 36(P)CMC,Cuttack","36,66,587",Civil Works - Water Works,,WATCO (W) - 06(5) /2022-23 Dtd.27.05.2022,2022_WCUTT_78256_1,National Competitive Bid,Works,Nil,Nil,"3,116,965",26-Jul-2022,"INR 3,116,965",NA,Cuttack,Cuttack,Cuttack,,,,,NARASINGHPUR,NARASINGHPUR
770,"Network Improvement(Installation of Isolation Valve,Air Valve,Sluice Valve,pipe laying,valve chamber,House Connection Work) for Implementation of Drink from Tap with 24X7 water supply to ZoneNo12 450KL at Bijupattanaik Chawk Ward No9P and 16P CMC,Ctc",Cuttack,753003,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Cuttack,"O/o-General Manager, WATCO Division, Cuttack","Network Improvement(Installation of Isolation Valve,Air Valve,Sluice Valve,pipe laying,valve chamber,House Connection Work) for Implementation of Drink from Tap with 24X7 water supply to ZoneNo12 450KL at Bijupattanaik Chawk Ward No9P and 16P CMC,Ctc","35,46,670",Civil Works - Water Works,,WATCO(W)-08(4)/2022-23 Dt-23.06.2022,2022_WCUTT_79383_1,National Competitive Bid,Works,Nil,Nil,"3,015,024",03-Dec-2022,"INR 3,015,024",NA,NA,Cuttack,Cuttack,,,,,NARASINGHPUR,NARASINGHPUR
994,Restoration to scoured bank on Mahanadi left from Kandarpur to Landeilo for the year 2022-23,ATHAGARH,754021,"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE, Mahanadi North Division,Jagatpur","O/O THE SUPERINTENDING ENGINEER,MND-I",Restoration to scoured bank on Mahanadi left from Kandarpur to Landeilo for the year 2022-23,"26,44,036",Civil Works - Others,,MND-04/2021-22,2022_CELBB_76452_24,National Competitive Bid,Works,Nil,Nil,"2,247,695",16-Jul-2022,"INR 2,247,695",NA,Cuttack,NA,Cuttack,"'KANDARPUR', 'MAHANADI'",BANKI- DAMPARA,,KANDARPUR,NARASINGHPUR,NARASINGHPUR
1008,"Retrofitting for RPWS Scheme to Anlo I, Anlo II, Alatalanga II Zone I and Zone II under Niali Block",Niali,753004,Rural Water Supply and Sanitation||RWSS Circle Cuttack||RWSS Division Cuttack,"Superintending Engineer, RWSS Division, Cuttack","Retrofitting for RPWS Scheme to Anlo I, Anlo II, Alatalanga II Zone I and Zone II under Niali Block","4,45,49,000",Civil Works - Others,,RWSSCTC- 02 /2022-23,2022_RWSS_78511_6,National Competitive Bid,Works,Nil,Nil,"41,341,559",02-Mar-2023,"INR 41,341,559",NA,Cuttack,Cuttack,Cuttack,"'NIALI', 'ANLO', 'ALATALANGA'",NIALI,,NIALI,NIALI,NIALI
1009,Retrofitting for RPWS Scheme to Ayatpur and Dharina Zone I Zone II and Zone III under Cuttack Sadar Block,Cuttack Sadar,753004,Rural Water Supply and Sanitation||RWSS Circle Cuttack||RWSS Division Cuttack,"Superintending Engineer, RWSS Division, Cuttack",Retrofitting for RPWS Scheme to Ayatpur and Dharina Zone I Zone II and Zone III under Cuttack Sadar Block,"4,01,89,000",Civil Works - Water Works,,RWSSCTC- 01 /2022-23,2022_RWSS_78341_2,National Competitive Bid,Works,Nil,Nil,"36,925,602",21-Feb-2023,"INR 36,925,602",NA,Cuttack,Cuttack,Cuttack,"'DHARINA', 'AYATPUR'",CUTTACKSADAR,,DHARINA,NIALI,NIALI
1010,Retrofitting for RPWS Scheme to Brahmanabada and Sompur Zone 1 and Zone 2 under Cuttack Sadar Block,Cuttack Sadar,753004,Rural Water Supply and Sanitation||RWSS Circle Cuttack||RWSS Division Cuttack,"Superintending Engineer, RWSS Division, Cuttack",Retrofitting for RPWS Scheme to Brahmanabada and Sompur Zone 1 and Zone 2 under Cuttack Sadar Block,"3,11,49,000",Civil Works - Water Works,,RWSSCTC- 01 /2022-23,2022_RWSS_78341_1,National Competitive Bid,Works,Nil,Nil,"28,036,554",21-Feb-2023,"INR 28,036,554",NA,Cuttack,Cuttack,Cuttack,,,,SOMPUR,NIALI,NIALI
1031,S/R to (a). H.L. Bridge over river Kandal at 4th Km. on Patasundarpur Badamulei road (b). H.L. Bridge over river Prachi on Adaspur to Banamalipur Road (c). H.L. Bridge over river Chhinda on R.D. Road to Patrakana (d). Const. of Bridge over Telejodi N,"O/O THE S.E., R.W.DIVISION, CUTTACK",753004,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,"O/O THE S.E., R.W.DIVISION, CUTTACK",S/R to (a). H.L. Bridge over river Kandal at 4th Km. on Patasundarpur Badamulei road (b). H.L. Bridge over river Prachi on Adaspur to Banamalipur Road (c). H.L. Bridge over river Chhinda on R.D. Road to Patrakana (d). Const. of Bridge over Telejodi N,"14,68,431",Civil Works - Bridges,,RWD-CTC-10-2021-22,2021_CERWI_73377_31,Open Tender,Works,Nil,Nil,"1,248,313",13-Apr-2022,"INR 1,248,313",NA,NA,Cuttack,Cuttack,"'BANAMALIPUR', 'ADASPUR', 'BADAMULEI', 'PATRAKANA'",NIALI,,BANAMALIPUR,NIALI,NIALI
1033,S/R to (a).Construction of Bridge over river Sukanai on Tribeniswar Mouda road (b). Construction of H.L. Bridge over river Birupa near Jasarajpur on Bheda to Anandabazar road in the District of Cuttack for the year 2021-22,"O/O THE S.E., R.W.DIVISION, CUTTACK",753004,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,"O/O THE S.E., R.W.DIVISION, CUTTACK",S/R to (a).Construction of Bridge over river Sukanai on Tribeniswar Mouda road (b). Construction of H.L. Bridge over river Birupa near Jasarajpur on Bheda to Anandabazar road in the District of Cuttack for the year 2021-22,"5,92,506",Civil Works - Bridges,,RWD-CTC-10-2021-22,2021_CERWI_73377_35,Open Tender,Works,Nil,Nil,"503,689",13-Apr-2022,"INR 503,689",NA,Cuttack,Cuttack,Cuttack,"'MOUDA', 'JASARAJPUR'",MAHANGA,,BHEDA,NIALI,NIALI
1034,S/R to a. H.L. Bridge over Mahanadi at Kishannagar on Gadama Kishannagar road b. Construction of Bridge over Taladanda canal on Allarpur Sidheswarpur road in the District of Cuttack for the year 2021-22,"O/O THE S.E., R.W.DIVISION, CUTTACK",753004,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,"O/O THE S.E., R.W.DIVISION, CUTTACK",S/R to a. H.L. Bridge over Mahanadi at Kishannagar on Gadama Kishannagar road b. Construction of Bridge over Taladanda canal on Allarpur Sidheswarpur road in the District of Cuttack for the year 2021-22,"22,10,596",Civil Works - Bridges,,RWD-CTC-10-2021-22,2021_CERWI_73377_34,Open Tender,Works,Nil,Nil,"1,879,228",11-Apr-2022,"INR 1,879,228",NA,Cuttack,Cuttack,Cuttack,"'MAHANADI', 'SIDHESWARPUR'",CUTTACKSADAR,,,NIALI,NIALI
1035,S/R to a. H.L. Bridge over river Prachi on Madhab Binishpur Road b. H.L. Bridge over river Prachi on R.D. Road (Nua Satanga) to Puruna Betenda road (Near Mishra Sahu house) (c). H.L. Bridge over river Prachi on Binishpur Sikharghat road (d). H.L. B,"O/O THE S.E., R.W.DIVISION, CUTTACK",753004,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,"O/O THE S.E., R.W.DIVISION, CUTTACK",S/R to a. H.L. Bridge over river Prachi on Madhab Binishpur Road b. H.L. Bridge over river Prachi on R.D. Road (Nua Satanga) to Puruna Betenda road (Near Mishra Sahu house) (c). H.L. Bridge over river Prachi on Binishpur Sikharghat road (d). H.L. B,"9,74,321",Civil Works - Bridges,,RWD-CTC-10-2021-22,2021_CERWI_73377_30,Open Tender,Works,Nil,Nil,"828,270",11-Apr-2022,"INR 828,270",NA,NA,Cuttack,Cuttack,'BINISHPUR',NIALI,,BINISHPUR,NIALI,NIALI
1036,S/R to a.Construction of S.B. over Mendhakhai on N.H.5 (Govindpur) to Champapur via Anandabazar road b. Construction of Bridge over H.L. Canal at 1.500 Km. on Sanachancho Badachancho road in the District of Cuttack for the year 2021-22,"O/O THE S.E., R.W.DIVISION, CUTTACK",753004,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,"O/O THE S.E., R.W.DIVISION, CUTTACK",S/R to a.Construction of S.B. over Mendhakhai on N.H.5 (Govindpur) to Champapur via Anandabazar road b. Construction of Bridge over H.L. Canal at 1.500 Km. on Sanachancho Badachancho road in the District of Cuttack for the year 2021-22,"3,63,206",Civil Works - Bridges,,RWD-CTC-10-2021-22,2021_CERWI_73377_29,Open Tender,Works,Nil,Nil,"308,761",14-Apr-2022,"INR 308,761",NA,Cuttack,Cuttack,Cuttack,"'CHAMPAPUR', 'GOVINDPUR'",BARANGA,,GOVINDPUR,NIALI,NIALI
1041,S/R to Construction of Bridge over river Gobari on Haribhaktapur Lalitgiri road (b). Const. of Bridge over Gobari on Nadiasahaspur to Podamarei Road (c). Bridge over river Gobari on Rahania to Champatipur road near Matiparilo (d). Bridge over river G,"O/O THE S.E., R.W.DIVISION, CUTTACK",753004,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,"O/O THE S.E., R.W.DIVISION, CUTTACK",S/R to Construction of Bridge over river Gobari on Haribhaktapur Lalitgiri road (b). Const. of Bridge over Gobari on Nadiasahaspur to Podamarei Road (c). Bridge over river Gobari on Rahania to Champatipur road near Matiparilo (d). Bridge over river G,"26,16,233",Civil Works - Bridges,,RWD-CTC-10-2021-22,2021_CERWI_73377_38,Open Tender,Works,Nil,Nil,"2,224,060",11-Apr-2022,"INR 2,224,060",NA,NA,Cuttack,Cuttack,"'MATIPARILO', 'HARIBHAKTAPUR', 'RAHANIA', 'NADIASAHASPUR'",MAHANGA,,RAHANIA,NIALI,NIALI
1042,S/R to Construction of Bridge over river Sedua on Khalarda Sarichuan Road in the District of Cuttack for the year 2021-22,"O/O THE S.E., R.W.DIVISION, CUTTACK",753004,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,"O/O THE S.E., R.W.DIVISION, CUTTACK",S/R to Construction of Bridge over river Sedua on Khalarda Sarichuan Road in the District of Cuttack for the year 2021-22,"8,84,628",Civil Works - Bridges,,RWD-CTC-10-2021-22,2021_CERWI_73377_32,Open Tender,Works,Nil,Nil,"752,022",11-Apr-2022,"INR 752,022",NA,Cuttack,Cuttack,Cuttack,,,,KHALARDA,NIALI,NIALI
1044,"S/R to High Level Bridge over river Kandal near Kundimuhan at 8th Km. on Salei Baharana road in the District of Cuttack for the year 2021-22 (such as providing, fitting, fixing stripseal, joint by replacing old damaged M.S. angle expansion joint)","O/O THE S.E., R.W.DIVISION, CUTTACK",753004,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,"O/O THE S.E., R.W.DIVISION, CUTTACK","S/R to High Level Bridge over river Kandal near Kundimuhan at 8th Km. on Salei Baharana road in the District of Cuttack for the year 2021-22 (such as providing, fitting, fixing stripseal, joint by replacing old damaged M.S. angle expansion joint)","39,84,164",Civil Works - Bridges,,RWD-CTC-16-2021-22,2021_CERWI_74986_1,Open Tender,Works,Nil,Nil,"4,135,562",11-Apr-2022,"INR 4,135,562",NA,Cuttack,Cuttack,Cuttack,'BAHARANA',NIALI,,BAHARANA,NIALI,NIALI
1049,"Shifting of Old C.I. pipe line from Machhuabazar chhaka to Dr. Pitabasa Sahoo Residence, Baniasahi for reconstruction of CMC drain in Ward No.34 under WATCO Section, Annapurna, Cuttack",Cuttack,753003,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Cuttack,"O/o-General Manager, WATCO Division, Cuttack","Shifting of Old C.I. pipe line from Machhuabazar chhaka to Dr. Pitabasa Sahoo Residence, Baniasahi for reconstruction of CMC drain in Ward No.34 under WATCO Section, Annapurna, Cuttack","45,98,226",Civil Works - Water Works,,WATCO(W)-17(1)/2022-23 Dt-19.12.2022,2022_WCUTT_84665_1,National Competitive Bid,Works,Nil,Nil,"4,368,775",09-Mar-2023,"INR 4,368,775",NA,Cuttack,Cuttack,Cuttack,,,,,NIALI,NIALI
1100,"Street Sweeping, Drain Desilting, Bush Uprooting, De-weeding and Conservancy Cleaning in",CMC area,753012,Municipal Bodies||Cuttack Municipal Corporation,"Bikash Bhawan,Jagannath Lane,Badambadi-753012","Street Sweeping, Drain Desilting, Bush Uprooting, De-weeding and Conservancy Cleaning in Cuttack Municipal Corporation (Zone-5)comprise with 9 wards viz 31, 36, 37, 42, 43, 46, 47, 54 and 55","31,70,84,577",Civil Works - Others,,MC(CMC)CTC_Div-II_No31/2021-22,2022_ORULB_75426_5,Open Tender,Works,Nil,Nil,"285,407,827.76",20-Dec-2022,"INR 285,407,827.76",NA,Cuttack,NA,Cuttack,,,,,NIALI,NIALI
1101,"Street Sweeping, Drain Desilting, Bush Uprooting, De-weeding and Conservancy Cleaning in",CMC area,753012,Municipal Bodies||Cuttack Municipal Corporation,"Bikash Bhawan,Jagannath Lane,Badambadi-753012","Street Sweeping, Drain Desilting, Bush Uprooting, De-weeding and Conservancy Cleaning in Cuttack Municipal Corporation (Zone-2)comprise with 10 wards viz 10, 11, 12, 13, 14, 15, 17, 18, 19 and 20","35,15,23,755",Civil Works - Others,,MC(CMC)CTC_Div-II_No31/2021-22,2022_ORULB_75426_2,Open Tender,Works,Nil,Nil,"347,656,993.70",20-Dec-2022,"INR 333,982,720",NA,Cuttack,NA,Cuttack,,,,,NIALI,NIALI
192,"Construction of Concrete Check Dam (SMC Structure) in Bada Nallah, Khanda Nallah, Ghadaghadi Nallah Khairabani Nallah in Koi RF under Hindol Range of Dhenkanal Forest Division","DFO, Dhenkanal",759001,Forest Environment and Climate Change Department||RCCF Angul||DFO Dhenkanal,"DFO, Dhenkanal","Construction of Concrete Check Dam SMC Structure in Bada Nallah, Khanda Nallah, Ghadaghadi Nallah Khairabani Nallah in Koi RF under Hindol Range of Dhenkanal Forest Division","52,97,769",Civil Works - Others,,12-DFO-DKL,2023_DFOD_84888_1,Open Tender,Works,Nil,Nil,"4,503,634",21-Feb-2023,"INR 4,503,634",NA,Dhenkanal,Dhenkanal,Dhenkanal,"'HINDOL', 'KOI', 'KHANDA'",HINDOL,,,HINDOL,HINDOL
193,Construction of Concrete Check Dam (SMC Structure) in Bhodua Nallah at Sunajhari RF under Bhuban Range of Dhenkanal Forest Division,"DFO,DHENKANAL",759001,Forest Environment and Climate Change Department||RCCF Angul||DFO Dhenkanal,"DFO,DHENKANAL",Construction of Concrete Check Dam (SMC Structure) in Bhodua Nallah at Sunajhari RF under Bhuban Range of Dhenkanal Forest Division,"8,40,935",Civil Works - Others,,DFO-DKL-17/2022-23,2023_DFOD_85682_1,Open Tender,Works,Nil,Nil,"714,879",21-Feb-2023,"INR 714,879",NA,Dhenkanal,Dhenkanal,Dhenkanal,'SUNAJHARI',BHUBAN,,,BHUBAN,BHUBAN
194,"Construction of Concrete Check Dam (SMC Structure) in Purunapani Nallah, Khali Nallah in Koi RF under Hindol Range of Dhenkanal Forest Division","DFO, Dhenkanal",759001,Forest Environment and Climate Change Department||RCCF Angul||DFO Dhenkanal,"DFO, Dhenkanal","Construction of Concrete Check Dam (SMC Structure) in Purunapani Nallah, Khali Nallah in Koi RF under Hindol Range of Dhenkanal Forest Division","43,58,265",Civil Works - Others,,13-DFO-DKL,2023_DFOD_84890_1,Open Tender,Works,Nil,Nil,"3,704,961",21-Feb-2023,"INR 3,704,961",NA,Dhenkanal,Dhenkanal,Dhenkanal,"'HINDOL', 'KOI'",HINDOL,,,HINDOL,HINDOL
195,"Construction of Concreted Check Dam on Nallah No. 1, 2 and 3 inside Charkhola RF under Dhenkanal Range of Dhenkanal Forest Division","DFO,DHENKANAL",759001,Forest Environment and Climate Change Department||RCCF Angul||DFO Dhenkanal,"DFO,DHENKANAL","Construction of Concreted Check Dam on Nallah No. 1, 2 and 3 inside Charkhola RF under Dhenkanal Range of Dhenkanal Forest Division","33,62,629",Civil Works - Others,,DFO-DKL-17/2022-23,2023_DFOD_85682_3,Open Tender,Works,Nil,Nil,"2,858,571",02-Mar-2023,"INR 2,858,571",NA,Dhenkanal,Dhenkanal,Dhenkanal,,,,,HINDOL,HINDOL
1025,"Road sweeping, Cleaning of drains, bush uprooting in ward no 01 to 10 and transportation of road sweeping waste to designated point wealth centres located around 05 k.m distant under Dhenkanal Municipality and land filling",DHENKANAL MUNICIPALITY,759013,Municipal Bodies||Dhenkanal Municipality,DHENKANAL MUNICIPALITY,"Road sweeping, Cleaning of drains, bush uprooting in ward no 01 to 10 and transportation of road sweeping waste to designated point wealth centres located around 05 k.m distant under Dhenkanal Municipality and land filling","19,61,380",Human Resources Supply,,06/2022-23,2022_ORULB_78206_1,Open Tender,Services,Nil,Nil,"2,000,803",16-Sep-2022,"INR 1,961,379.6",NA,Dhenkanal,Dhenkanal,Dhenkanal,,,,,HINDOL,HINDOL
1026,"Road sweeping, Cleaning of drains, bush uprooting in ward no 11 to 23 and transportation of road sweeping waste to designated point/wealth centres located around 05 KM distant under Dhenkanal Municipality and land filling",DHENKANAL MUNICIPALITY,759013,Municipal Bodies||Dhenkanal Municipality,DHENKANAL MUNICIPALITY,"Road sweeping, Cleaning of drains, bush uprooting in ward no 11 to 23 and transportation of road sweeping waste to designated point/wealth centres located around 05 KM distant under Dhenkanal Municipality and land filling","18,59,306",Human Resources Supply,,06/2022-23,2022_ORULB_78206_2,Open Tender,Services,Nil,Nil,"1,896,678.28",16-Sep-2022,"INR 1,859,306.22",NA,Dhenkanal,Dhenkanal,Dhenkanal,,,,,HINDOL,HINDOL
